
杜绝加密频道,#genre#
东方财经HD,http://60.220.167.173:8083/rtp/226.0.2.76:8520
乐游HD,http://60.220.167.173:8083/rtp/226.0.2.77:8528
游戏风云HD,http://60.220.167.173:8083/rtp/226.0.2.78:8536
都市剧场HD,http://60.220.167.173:8083/rtp/226.0.2.81:8560
法治天地HD,http://60.220.167.173:8083/rtp/226.0.2.83:8576
生活时尚HD,http://60.220.167.173:8083/rtp/226.0.2.84:8584
重庆汽摩,http://60.220.167.173:8083/rtp/226.0.2.95:8672
武术世界HD,http://60.220.167.173:8083/rtp/226.0.2.97:8688
书画频道,http://60.220.167.173:8083/rtp/226.0.2.102:8728
中国天气,http://60.220.167.173:8083/rtp/226.0.2.103:8736
文物宝库HD,http://60.220.167.173:8083/rtp/226.0.2.110:8792
环球奇观,http://60.220.167.173:8083/rtp/226.0.2.111:8800
种养新影老故事,http://60.220.167.173:8083/rtp/226.0.2.112:8808
梨园频道HD,http://60.220.167.173:8083/rtp/226.0.2.115:8832
国学频道,http://60.220.167.173:8083/rtp/226.0.2.116:8840
优优宝贝,http://60.220.167.173:8083/rtp/226.0.2.119:8864
生态环境,http://60.220.167.173:8083/rtp/226.0.2.120:8872
先锋乒羽,http://60.220.167.173:8083/rtp/226.0.2.121:8880
聚鲨环球精选,http://60.220.167.173:8083/rtp/226.0.2.122:8888
四海钓鱼,http://60.220.167.173:8083/rtp/226.0.2.123:8896
天下收藏,http://60.220.167.173:8083/rtp/226.0.2.124:8904
好享购物,http://60.220.167.173:8083/rtp/226.0.2.125:8912
家有购物,http://60.220.167.173:8083/rtp/226.0.2.126:8920
环球旅游,http://60.220.167.173:8083/rtp/226.0.2.127:8928
中华特产,http://60.220.167.173:8083/rtp/226.0.2.128:8936
家庭理财,http://60.220.167.173:8083/rtp/226.0.2.129:8944
山东教育,http://60.220.167.173:8083/rtp/226.0.2.130:8952
优购物,http://60.220.167.173:8083/rtp/226.0.2.131:8960
百姓健康,http://60.220.167.173:8083/rtp/226.0.2.132:8968
车迷频道,http://60.220.167.173:8083/rtp/226.0.2.138:9016
财富天下,http://60.220.167.173:8083/rtp/226.0.2.139:9024
上海纪实HD,http://60.220.167.173:8083/rtp/226.0.2.193:9456
金鹰纪实HD,http://60.220.167.173:8083/rtp/226.0.2.194:9464
金色学堂HD,http://60.220.167.173:8083/rtp/226.0.2.182:9368
动漫秀场HD,http://60.220.167.173:8083/rtp/226.0.2.183:9376
茶频道HD,http://60.220.167.173:8083/rtp/226.0.2.213:9616
快乐垂钓HD,http://60.220.167.173:8083/rtp/226.0.2.214:9624
山西黄河HD,http://60.220.167.173:8083/rtp/226.0.2.235:9792
山西经济与科技HD,http://60.220.167.173:8083/rtp/226.0.2.236:9800
山西影视HD,http://60.220.167.173:8083/rtp/226.0.2.237:9808
山西社会与法治HD,http://60.220.167.173:8083/rtp/226.0.2.238:9816
山西文体生活,http://60.220.167.173:8083/rtp/226.0.2.190:9432
山西文体生活HD,http://60.220.167.173:8083/rtp/226.0.2.16:8040
山西卫视,http://60.220.167.173:8083/rtp/226.0.2.11:8000
山西黄河,http://60.220.167.173:8083/rtp/226.0.2.12:8008
山西经济与科技,http://60.220.167.173:8083/rtp/226.0.2.13:8016
山西影视,http://60.220.167.173:8083/rtp/226.0.2.14:8024
山西社会与法治,http://60.220.167.173:8083/rtp/226.0.2.15:8032
太原1,http://60.220.167.173:8083/rtp/226.0.2.201:9520
太原2,http://60.220.167.173:8083/rtp/226.0.2.202:9528
太原3,http://60.220.167.173:8083/rtp/226.0.2.203:9536
太原4,http://60.220.167.173:8083/rtp/226.0.2.204:9544
太原5,http://60.220.167.173:8083/rtp/226.0.2.205:9552
太原教育,http://60.220.167.173:8083/rtp/226.0.2.206:9560
太原佰乐购,http://60.220.167.173:8083/rtp/226.0.2.215:9632
晋能控股,http://60.220.167.173:8083/rtp/226.0.2.229:9744
央广购物,http://60.220.167.173:8083/rtp/226.0.2.230:9752
大同教育HD,http://60.220.167.173:8083/rtp/226.0.2.232:9772
阳泉1新闻综合,http://60.220.167.173:8083/rtp/226.0.2.233:9776
阳泉2科教,http://60.220.167.173:8083/rtp/226.0.2.234:9784
清徐HD,http://60.220.167.173:8083/rtp/226.0.2.191:9440
古交电视台,http://60.220.167.173:8083/rtp/226.0.2.192:9448
阳曲,http://60.220.167.173:8083/rtp/226.0.2.196:9480
党建频道,http://60.220.167.173:8083/rtp/226.0.2.184:9384
朔州1,http://60.220.167.173:8083/rtp/226.0.2.185:9392
朔州2,http://60.220.167.173:8083/rtp/226.0.2.186:9400
孝义电视台,http://60.220.167.173:8083/rtp/226.0.2.189:9424
九屏测试,http://60.220.167.173:8083/rtp/226.0.2.197:9488

CCTV1HD,http://60.220.167.173:8082/rtp/226.0.2.153:9136
CCTV2HD,http://60.220.167.173:8082/rtp/226.0.2.154:9144
CCTV3HD,http://60.220.167.173:8082/rtp/226.0.2.208:9576
CCTV4HD,http://60.220.167.173:8082/rtp/226.0.2.156:9160
CCTV5HD,http://60.220.167.173:8082/rtp/226.0.2.209:9584
CCTV6HD,http://60.220.167.173:8082/rtp/226.0.2.210:9592
CCTV7HD,http://60.220.167.173:8082/rtp/226.0.2.159:9184
CCTV8HD,http://60.220.167.173:8082/rtp/226.0.2.211:9600
CCTV9HD,http://60.220.167.173:8082/rtp/226.0.2.161:9200
CCTV10HD,http://60.220.167.173:8082/rtp/226.0.2.162:9208
CCTV12HD,http://60.220.167.173:8082/rtp/226.0.2.164:9224
CCTV13HD,http://60.220.167.173:8082/rtp/226.0.2.165:9232
CCTV14HD,http://60.220.167.173:8082/rtp/226.0.2.166:9240
CCTV5+HD,http://60.220.167.173:8082/rtp/226.0.2.168:9256
CCTV16HD,http://60.220.167.173:8082/rtp/226.0.2.169:9264
CCTV17HD,http://60.220.167.173:8082/rtp/226.0.2.170:9272
CCTV1,http://60.220.167.173:8082/rtp/226.0.2.16:8040
CCTV1,http://60.220.167.173:8082/rtp/226.0.2.18:8056
CCTV2,http://60.220.167.173:8082/rtp/226.0.2.19:8064
CCTV3,http://60.220.167.173:8082/rtp/226.0.2.20:8072
CCTV4,http://60.220.167.173:8082/rtp/226.0.2.21:8080
CCTV5,http://60.220.167.173:8082/rtp/226.0.2.22:8088
CCTV6,http://60.220.167.173:8082/rtp/226.0.2.23:8096
CCTV7,http://60.220.167.173:8082/rtp/226.0.2.24:8104
CCTV8,http://60.220.167.173:8082/rtp/226.0.2.25:8112
CCTV9,http://60.220.167.173:8082/rtp/226.0.2.26:8120
CCTV10,http://60.220.167.173:8082/rtp/226.0.2.27:8128
CCTV11,http://60.220.167.173:8082/rtp/226.0.2.28:8136
CCTV12,http://60.220.167.173:8082/rtp/226.0.2.29:8144
CCTV13,http://60.220.167.173:8082/rtp/226.0.2.30:8152
CCTV14,http://60.220.167.173:8082/rtp/226.0.2.31:8160
CCTV15,http://60.220.167.173:8082/rtp/226.0.2.32:8168
CCTV17,http://60.220.167.173:8082/rtp/226.0.2.207:9568
CCTV央视台球HD,http://60.220.167.173:8082/rtp/226.0.2.216:9640
CCTV高网HD,http://60.220.167.173:8082/rtp/226.0.2.217:9648
CCTV电视指南HD,http://60.220.167.173:8082/rtp/226.0.2.218:9656
CCTV央视文化精品HD,http://60.220.167.173:8082/rtp/226.0.2.219:9664
CCTV风云音乐HD,http://60.220.167.173:8082/rtp/226.0.2.220:9672
CCTV第一剧场HD,http://60.220.167.173:8082/rtp/226.0.2.221:9680
CCTV世界地理HD,http://60.220.167.173:8082/rtp/226.0.2.222:9688
CCTV兵器科技HD,http://60.220.167.173:8082/rtp/226.0.2.223:9696
CCTV怀旧剧场HD,http://60.220.167.173:8082/rtp/226.0.2.224:9704
CCTV风云足球HD,http://60.220.167.173:8082/rtp/226.0.2.225:9712
CCTV女性时尚HD,http://60.220.167.173:8082/rtp/226.0.2.226:9720
CCTV风云剧场HD,http://60.220.167.173:8082/rtp/226.0.2.227:9728
CHC家庭影院,http://60.220.167.173:8082/rtp/226.0.2.240:9820
CHC影迷电影,http://60.220.167.173:8082/rtp/226.0.2.93:8004
CHC动作电影,http://60.220.167.173:8082/rtp/226.0.2.94:8012
CETV1HD,http://60.220.167.173:8082/rtp/226.0.2.181:9360
CETV1,http://60.220.167.173:8082/rtp/226.0.2.68:8456
CETV2,http://60.220.167.173:8082/rtp/226.0.2.69:8464
CETV4,http://60.220.167.173:8082/rtp/226.0.2.70:8472
CETV早期教育HD,http://60.220.167.173:8082/rtp/226.0.2.99:8704
湖南卫视HD,http://60.220.167.173:8082/rtp/226.0.2.143:9056
浙江卫视HD,http://60.220.167.173:8082/rtp/226.0.2.144:9064
安徽卫视HD,http://60.220.167.173:8082/rtp/226.0.2.145:9072
广东卫视HD,http://60.220.167.173:8082/rtp/226.0.2.146:9080
深圳卫视HD,http://60.220.167.173:8082/rtp/226.0.2.147:9088
河南卫视,http://60.220.167.173:8082/rtp/226.0.2.195:9472
广西卫视HD,http://60.220.167.173:8082/rtp/226.0.2.231:9760
江西卫视,http://60.220.167.173:8082/rtp/226.0.2.198:9496
吉林卫视,http://60.220.167.173:8082/rtp/226.0.2.199:9504
天津卫视HD,http://60.220.167.173:8082/rtp/226.0.2.148:9096
山东卫视HD,http://60.220.167.173:8082/rtp/226.0.2.149:9104
湖北卫视HD,http://60.220.167.173:8082/rtp/226.0.2.150:9112
黑龙江卫视HD,http://60.220.167.173:8082/rtp/226.0.2.151:9120
山西卫视HD,http://60.220.167.173:8082/rtp/226.0.2.152:9128
金鹰卡通HD,http://60.220.167.173:8082/rtp/226.0.2.172:9288
辽宁卫视HD,http://60.220.167.173:8082/rtp/226.0.2.173:9296
重庆卫视HD,http://60.220.167.173:8082/rtp/226.0.2.174:9304
东方卫视HD,http://60.220.167.173:8082/rtp/226.0.2.175:9312
江苏卫视HD,http://60.220.167.173:8082/rtp/226.0.2.176:9320
北京卫视HD,http://60.220.167.173:8082/rtp/226.0.2.177:9328
河北卫视HD,http://60.220.167.173:8082/rtp/226.0.2.178:9336
四川卫视HD,http://60.220.167.173:8082/rtp/226.0.2.179:9344
贵州卫视HD,http://60.220.167.173:8082/rtp/226.0.2.180:9352
湖南卫视,http://60.220.167.173:8082/rtp/226.0.2.33:8176
东方卫视,http://60.220.167.173:8082/rtp/226.0.2.34:8184
辽宁卫视,http://60.220.167.173:8082/rtp/226.0.2.35:8192
浙江卫视,http://60.220.167.173:8082/rtp/226.0.2.36:8200
安徽卫视,http://60.220.167.173:8082/rtp/226.0.2.37:8208
江苏卫视,http://60.220.167.173:8082/rtp/226.0.2.38:8216
北京卫视,http://60.220.167.173:8082/rtp/226.0.2.39:8224
东南卫视,http://60.220.167.173:8082/rtp/226.0.2.40:8232
东南卫视HD,http://60.220.167.173:8082/rtp/226.0.2.188:9416
金鹰卡通,http://60.220.167.173:8082/rtp/226.0.2.41:8240
四川卫视,http://60.220.167.173:8082/rtp/226.0.2.42:8248
贵州卫视,http://60.220.167.173:8082/rtp/226.0.2.43:8256
哈哈炫动,http://60.220.167.173:8082/rtp/226.0.2.44:8264
广东卫视,http://60.220.167.173:8082/rtp/226.0.2.45:8272
广西卫视,http://60.220.167.173:8082/rtp/226.0.2.46:8280
深圳卫视,http://60.220.167.173:8082/rtp/226.0.2.47:8288
黑龙江卫视,http://60.220.167.173:8082/rtp/226.0.2.48:8296
湖北卫视,http://60.220.167.173:8082/rtp/226.0.2.49:8304
重庆卫视,http://60.220.167.173:8082/rtp/226.0.2.50:8312
山东卫视,http://60.220.167.173:8082/rtp/226.0.2.51:8320
河南卫视HD,http://60.220.167.173:8082/rtp/226.0.2.52:8328
陕西卫视,http://60.220.167.173:8082/rtp/226.0.2.53:8336
江西卫视HD,http://60.220.167.173:8082/rtp/226.0.2.54:8344
甘肃卫视,http://60.220.167.173:8082/rtp/226.0.2.55:8352
天津卫视,http://60.220.167.173:8082/rtp/226.0.2.56:8360
卡酷卡通,http://60.220.167.173:8082/rtp/226.0.2.57:8368
吉林卫视HD,http://60.220.167.173:8082/rtp/226.0.2.58:8376
青海卫视,http://60.220.167.173:8082/rtp/226.0.2.59:8384
云南卫视,http://60.220.167.173:8082/rtp/226.0.2.60:8392
海南卫视,http://60.220.167.173:8082/rtp/226.0.2.61:8400
兵团卫视,http://60.220.167.173:8082/rtp/226.0.2.62:8408
内蒙古卫视,http://60.220.167.173:8082/rtp/226.0.2.63:8416
宁夏卫视,http://60.220.167.173:8082/rtp/226.0.2.64:8424
河北卫视,http://60.220.167.173:8082/rtp/226.0.2.65:8432
西藏卫视,http://60.220.167.173:8082/rtp/226.0.2.66:8440
新疆卫视,http://60.220.167.173:8082/rtp/226.0.2.67:8448
海南卫视HD,http://60.220.167.173:8082/rtp/226.0.2.212:9608
证券服务,http://60.220.167.173:8082/rtp/226.0.2.71:8480
中视购物,http://60.220.167.173:8082/rtp/226.0.2.72:8488
新动漫,http://60.220.167.173:8082/rtp/226.0.2.73:8496
东方财经HD,http://60.220.167.173:8082/rtp/226.0.2.76:8520
乐游HD,http://60.220.167.173:8082/rtp/226.0.2.77:8528
游戏风云HD,http://60.220.167.173:8082/rtp/226.0.2.78:8536
都市剧场HD,http://60.220.167.173:8082/rtp/226.0.2.81:8560
法治天地HD,http://60.220.167.173:8082/rtp/226.0.2.83:8576
生活时尚HD,http://60.220.167.173:8082/rtp/226.0.2.84:8584
重庆汽摩,http://60.220.167.173:8082/rtp/226.0.2.95:8672
武术世界HD,http://60.220.167.173:8082/rtp/226.0.2.97:8688
书画频道,http://60.220.167.173:8082/rtp/226.0.2.102:8728
中国天气,http://60.220.167.173:8082/rtp/226.0.2.103:8736
文物宝库HD,http://60.220.167.173:8082/rtp/226.0.2.110:8792
环球奇观,http://60.220.167.173:8082/rtp/226.0.2.111:8800
种养新影老故事,http://60.220.167.173:8082/rtp/226.0.2.112:8808
梨园频道HD,http://60.220.167.173:8082/rtp/226.0.2.115:8832
国学频道,http://60.220.167.173:8082/rtp/226.0.2.116:8840
优优宝贝,http://60.220.167.173:8082/rtp/226.0.2.119:8864
生态环境,http://60.220.167.173:8082/rtp/226.0.2.120:8872
先锋乒羽,http://60.220.167.173:8082/rtp/226.0.2.121:8880
聚鲨环球精选,http://60.220.167.173:8082/rtp/226.0.2.122:8888
四海钓鱼,http://60.220.167.173:8082/rtp/226.0.2.123:8896
天下收藏,http://60.220.167.173:8082/rtp/226.0.2.124:8904
好享购物,http://60.220.167.173:8082/rtp/226.0.2.125:8912
家有购物,http://60.220.167.173:8082/rtp/226.0.2.126:8920
环球旅游,http://60.220.167.173:8082/rtp/226.0.2.127:8928
中华特产,http://60.220.167.173:8082/rtp/226.0.2.128:8936
家庭理财,http://60.220.167.173:8082/rtp/226.0.2.129:8944
山东教育,http://60.220.167.173:8082/rtp/226.0.2.130:8952
优购物,http://60.220.167.173:8082/rtp/226.0.2.131:8960
百姓健康,http://60.220.167.173:8082/rtp/226.0.2.132:8968
车迷频道,http://60.220.167.173:8082/rtp/226.0.2.138:9016
财富天下,http://60.220.167.173:8082/rtp/226.0.2.139:9024
上海纪实HD,http://60.220.167.173:8082/rtp/226.0.2.193:9456
金鹰纪实HD,http://60.220.167.173:8082/rtp/226.0.2.194:9464
金色学堂HD,http://60.220.167.173:8082/rtp/226.0.2.182:9368
动漫秀场HD,http://60.220.167.173:8082/rtp/226.0.2.183:9376
茶频道HD,http://60.220.167.173:8082/rtp/226.0.2.213:9616
快乐垂钓HD,http://60.220.167.173:8082/rtp/226.0.2.214:9624
山西黄河HD,http://60.220.167.173:8082/rtp/226.0.2.235:9792
山西经济与科技HD,http://60.220.167.173:8082/rtp/226.0.2.236:9800
山西影视HD,http://60.220.167.173:8082/rtp/226.0.2.237:9808
山西社会与法治HD,http://60.220.167.173:8082/rtp/226.0.2.238:9816
山西文体生活,http://60.220.167.173:8082/rtp/226.0.2.190:9432
山西文体生活HD,http://60.220.167.173:8082/rtp/226.0.2.16:8040
山西卫视,http://60.220.167.173:8082/rtp/226.0.2.11:8000
山西黄河,http://60.220.167.173:8082/rtp/226.0.2.12:8008
山西经济与科技,http://60.220.167.173:8082/rtp/226.0.2.13:8016
山西影视,http://60.220.167.173:8082/rtp/226.0.2.14:8024
山西社会与法治,http://60.220.167.173:8082/rtp/226.0.2.15:8032
太原1,http://60.220.167.173:8082/rtp/226.0.2.201:9520
太原2,http://60.220.167.173:8082/rtp/226.0.2.202:9528
太原3,http://60.220.167.173:8082/rtp/226.0.2.203:9536
太原4,http://60.220.167.173:8082/rtp/226.0.2.204:9544
太原5,http://60.220.167.173:8082/rtp/226.0.2.205:9552
太原教育,http://60.220.167.173:8082/rtp/226.0.2.206:9560
太原佰乐购,http://60.220.167.173:8082/rtp/226.0.2.215:9632
晋能控股,http://60.220.167.173:8082/rtp/226.0.2.229:9744
央广购物,http://60.220.167.173:8082/rtp/226.0.2.230:9752
大同教育HD,http://60.220.167.173:8082/rtp/226.0.2.232:9772
阳泉1新闻综合,http://60.220.167.173:8082/rtp/226.0.2.233:9776
阳泉2科教,http://60.220.167.173:8082/rtp/226.0.2.234:9784
清徐HD,http://60.220.167.173:8082/rtp/226.0.2.191:9440
古交电视台,http://60.220.167.173:8082/rtp/226.0.2.192:9448
阳曲,http://60.220.167.173:8082/rtp/226.0.2.196:9480
党建频道,http://60.220.167.173:8082/rtp/226.0.2.184:9384
朔州1,http://60.220.167.173:8082/rtp/226.0.2.185:9392
朔州2,http://60.220.167.173:8082/rtp/226.0.2.186:9400
孝义电视台,http://60.220.167.173:8082/rtp/226.0.2.189:9424
九屏测试,http://60.220.167.173:8082/rtp/226.0.2.197:9488
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
四川成都组播,#genre#
四川卫视,http://221.237.92.139:9999/udp/239.93.0.169:5140
四川卫视,http://221.237.92.139:9999/udp/239.93.1.188:5140
四川康巴卫视,http://221.237.92.139:9999/udp/239.93.0.41:5140
四川公共乡村,http://221.237.92.139:9999/udp/239.93.0.52:5140
四川妇女儿童,http://221.237.92.139:9999/udp/239.93.0.219:5140
四川影视文艺,http://221.237.92.139:9999/udp/239.93.0.166:5140
四川影视文艺,http://221.237.92.139:9999/udp/239.93.1.195:5140
四川文化旅游,http://221.237.92.139:9999/udp/239.93.1.101:5140
四川文化旅游,http://221.237.92.139:9999/udp/239.93.1.20:5140
四川新闻,http://221.237.92.139:9999/udp/239.93.0.47:5140
四川经济,http://221.237.92.139:9999/udp/239.93.1.102:5140
四川经济,http://221.237.92.139:9999/udp/239.93.1.16:5140
峨眉电影,http://221.237.92.139:9999/udp/239.93.1.54:5140
峨眉电影,http://221.237.92.139:9999/udp/239.93.1.18:5140
凤凰中文,http://221.237.92.139:9999/udp/239.93.0.162:2192
凤凰中文,http://221.237.92.139:9999/udp/239.93.1.9:2192
凤凰资讯,http://221.237.92.139:9999/udp/239.93.0.118:2191
凤凰资讯,http://221.237.92.139:9999/udp/239.93.1.4:2191
星空,http://221.237.92.139:9999/udp/239.93.0.156:2193
星空,http://221.237.92.139:9999/udp/239.93.1.10:2193
CHANNELV,http://221.237.92.139:9999/udp/239.93.0.157:2194
CHANNELV,http://221.237.92.139:9999/udp/239.93.1.7:2194
CCTV1高清,http://221.237.92.139:9999/udp/239.93.0.184:5140
CCTV2高清,http://221.237.92.139:9999/udp/239.93.1.23:6000
CCTV3高清,http://221.237.92.139:9999/udp/239.93.1.11:2223
CCTV4高清,http://221.237.92.139:9999/udp/239.93.1.105:5140
CCTV5高清,http://221.237.92.139:9999/udp/239.93.42.37:5140
CCTV6高清,http://221.237.92.139:9999/udp/239.93.1.13:2226
CCTV7高清,http://221.237.92.139:9999/udp/239.93.1.67:5140
CCTV8高清,http://221.237.92.139:9999/udp/239.93.42.39:5140
CCTV9高清,http://221.237.92.139:9999/udp/239.93.1.24:5140
CCTV10高清,http://221.237.92.139:9999/udp/239.93.1.28:5140
CCTV11高清,http://221.237.92.139:9999/udp/239.93.0.102:5140
CCTV12高清,http://221.237.92.139:9999/udp/239.93.1.30:8124
CCTV13高清,http://221.237.92.139:9999/udp/239.93.0.66:5140
CCTV14高清,http://221.237.92.139:9999/udp/239.93.1.29:6000
CCTV15高清,http://221.237.92.139:9999/udp/239.93.0.103:5140
CCTV17高清,http://221.237.92.139:9999/udp/239.93.0.92:5140
CCTV5＋高清,http://221.237.92.139:9999/udp/239.93.1.36:8004
爱上4K,http://221.237.92.139:9999/udp/239.93.0.97:5140
爱上4K17M2160,http://221.237.92.139:9999/udp/239.93.1.113:5140
爱上4K17M2160,http://221.237.92.139:9999/udp/239.93.1.251:8224
CGTN英语,http://221.237.92.139:9999/udp/239.93.0.104:5140
四川卫视高清,http://221.237.92.139:9999/udp/239.93.0.20:1235
CDTV1高清,http://221.237.92.139:9999/udp/239.93.0.16:5140
湖南卫视高清,http://221.237.92.139:9999/udp/239.93.0.88:5140
江苏卫视高清,http://221.237.92.139:9999/udp/239.93.0.89:5140
浙江卫视高清,http://221.237.92.139:9999/udp/239.93.0.124:5140
东方卫视高清,http://221.237.92.139:9999/udp/239.93.0.123:5140
北京卫视高清,http://221.237.92.139:9999/udp/239.93.0.180:5140
深圳卫视高清,http://221.237.92.139:9999/udp/239.93.0.182:5140
广东卫视高清,http://221.237.92.139:9999/udp/239.93.0.181:5140
天津卫视高清,http://221.237.92.139:9999/udp/239.93.0.167:5140
山东卫视高清,http://221.237.92.139:9999/udp/239.93.0.168:5140
SCTV2高清,http://221.237.92.139:9999/udp/239.93.1.101:5140
SCTV3高清,http://221.237.92.139:9999/udp/239.93.1.102:5140
SCTV4高清,http://221.237.92.139:9999/udp/239.93.0.47:5140
SCTV5高清,http://221.237.92.139:9999/udp/239.93.0.166:5140
SCTV6高清,http://221.237.92.139:9999/udp/239.93.1.144:5140
SCTV7高清,http://221.237.92.139:9999/udp/239.93.0.219:5140
SCTV科教高清,http://221.237.92.139:9999/udp/239.93.42.44:5140
四川乡村高清,http://221.237.92.139:9999/udp/239.93.0.52:5140
康巴卫视高清,http://221.237.92.139:9999/udp/239.93.0.41:5140
江西卫视高清,http://221.237.92.139:9999/udp/239.93.0.134:5140
东南卫视高清,http://221.237.92.139:9999/udp/239.93.0.42:5140
黑龙江卫视高清,http://221.237.92.139:9999/udp/239.93.0.183:5140
重庆卫视高清,http://221.237.92.139:9999/udp/239.93.1.107:5140
贵州卫视高清,http://221.237.92.139:9999/udp/239.93.0.131:5140
湖北卫视高清,http://221.237.92.139:9999/udp/239.93.0.250:5140
安徽卫视高清,http://221.237.92.139:9999/udp/239.93.1.106:5140
河北卫视高清,http://221.237.92.139:9999/udp/239.93.0.132:5140
辽宁卫视高清,http://221.237.92.139:9999/udp/239.93.1.108:5140
云南卫视高清,http://221.237.92.139:9999/udp/239.93.1.174:5140
河南卫视高清,http://221.237.92.139:9999/udp/239.93.42.45:5140
广西卫视高清,http://221.237.92.139:9999/udp/239.93.42.46:5140
云南卫视,http://221.237.92.139:9999/udp/239.93.0.174:5140
吉林卫视高清,http://221.237.92.139:9999/udp/239.93.0.248:5140
陕西卫视,http://221.237.92.139:9999/udp/239.93.0.176:5140
内蒙古卫视,http://221.237.92.139:9999/udp/239.93.0.8:5140
青海卫视,http://221.237.92.139:9999/udp/239.93.0.192:5140
宁夏卫视,http://221.237.92.139:9999/udp/239.93.0.247:5140
西藏卫视,http://221.237.92.139:9999/udp/239.93.0.175:5140
新疆卫视,http://221.237.92.139:9999/udp/239.93.0.194:5140
甘肃卫视高清,http://221.237.92.139:9999/udp/239.93.0.81:5140
